CEFR,Text
B2,"Es wird so viel über Gleichberechtigung und Emanzipation geredet. Aber wie sieht denn die Realität aus? Der „Beruf“ der Frau ist es, in Familie und Haushalt zu wirken, während der Mann eher im öffentlichen Leben agiert. Seine Arbeit wird entlohnt, denn sie ist ja gesellschaftlich nützlich. Die Arbeit der Hausfrau hingegen wird als unentgeltliche Reproduktionsleistung angesehen. Geht sie auch noch arbeiten, dann muss sie die Doppelbelasung von Familie und Beruf bewältigen. Natürlich ändert sich langsam die Rollenverteilung, denn die Frauen erobern schon seit geraumer Zeit den Arbeitsmarkt, aber Frauen sind in Führungspositionen immer noch die Ausnahme und sie verdienen immer noch deutlich weniger als Männer. Von vielen Politikern werden die Frauen eher als „Stille Reserve“ am Arbeitsmarkt angesehen. Und die Hausarbeit bleibt nach wie vor die Domäne der Frau. Der Weg in die Gleichberechtigung ist noch weit."
B2,"Zu Beginn unserer Beziehung hatte meine Frau gefordert, dass wir uns alle Arbeiten teilen: Wäschewaschen, Putzen, Bügeln, Einkaufen usw. Damals gingen wir auch noch Vollzeit arbeiten. Wie sah aber die Praxis aus? Die Hausarbeiten wurden geteilt, aber die Dinge, die typischerweise ein Mann erledigt, blieben an mir hängen: Arbeiten am Haus, Autopflege, Technik usw. Noch bevor unser erstes Kind kam, habe ich sie dann vor die Entscheidung gestellt: Entweder wir leben nach dem klassischen Rollenmodell oder wir teilen uns alle – aber auch alle – Aufgaben. Ich hab ihr dann auch noch gleich aufgetragen, den Computer zu reparieren. Konnte sie natürlich nicht. Nachdem sie ein paar Tage darüber nachgedacht hatte, entschied sie sich für die konventionelle Rollenverteilung. Damals wäre unsere Beziehung allerdings fast zerbrochen, da sie wohl den Begriff der Emanzipation falsch verstanden hatte."
B2,"Hier soll also der begehrteste Komponist Hollywoods arbeiten? Dann aber, drinnen, öffnet sich der Blick in das Tonstudio von Hans Zimmer und man fühlt sich augenblicklich wie in einem prachtvoll ausgestatteten Film mit einem Budget von 100 Millionen Dollar. Im Tonstudio verdunkeln allerdings die Kerzen den Raum eher, als dass sie ihn beleuchten. „Können wir Englisch reden?“, fragt mich Zimmer. „Erwachsenendeutsch habe ich nie gelernt.“ Dass das nicht der Wahrheit entspricht, beweisen die vielen deutschen Bücher in den Regalen. Außerdem ist Zimmers Englisch noch immer von einem deutschen Akzent gefärbt, obwohl er schon als Zwölfjähriger ein englisches Internat besuchte. Lange war die Musik den Regisseuren nicht allzu wichtig, die Regeln schienen schlicht: Mollakkorde machen traurig, Trommeln beschleunigen den Puls, und wenn es romantisch wird, kommen Geigen zum Einsatz. Inzwischen hängt jedoch die Hälfte der Wirkung eines Films von der Musik ab, sagt Ridley Scott, Regisseur von Hollywood-Meilensteinen wie „Alien“."
B2,"Ich bin Martina Zöllner, Direktorin der staatlichen Grundschule Heinrich Heine. Hunde sind, wie Sie wissen, sehr soziale Tiere. Sie suchen daher den Kontakt zum Menschen. Sie zeichnen sich durch eine deutliche Körper- und Lautsprache sowie eine hohe Lernfähigkeit aus (23). Ihre Spielfreude und ihre meist problemlose Einordnung – beispielsweise in eine Familie oder in eine Klasse – machen sie zu geradezu idealen Partnern von Kindern. Warum dann auch nicht Hunde in der Schule einsetzen? Wichtig ist dabei, dass ein späterer Schulhund schon als Jungtier positive Erfahrungen mit Kindern macht (24). Studien aus dem In- und Ausland beweisen die positive Wirkung von Tierkontakten auf Kinder und Jugendliche: Kinder brauchen oft Trost und Unterstützung in familiären oder entwicklungsbedingten Krisen, was ihnen ein Hund geben kann. Setzt man einen Hund in der Schule ein, dann steigt das Selbstwertgefühl der Kinder und Stress wird abgebaut ."
B2,"Als Fahrlehrer kann ich nur sagen, dass es keinen vernünftigen Grund gegen eine Geschwindigkeitsbegrenzung gibt. Es passieren so viele Unfälle auf deutschen Straßen und ein Hauptgrund dafür ist eben gerade zu schnelles Fahren. Jedes Mal, wenn jemand mit Tempo 280 über die Autobahn brettert, fühle ich mich gestresst – abgesehen davon, dass der Raser sich und andere gefährdet. Ein Tempolimit würde beispielsweise den Dränglern das Handwerk legen, die ja für eine Reihe von Unfällen verantwortlich sind. Ich bin mit dem Auto oft im Ausland unterwegs und ich kann nur immer wieder betonen, dass das Fahren in Ländern mit Geschwindigkeitsbegrenzung viel entspannter ist. Dort gibt es auch deswegen weniger CO2-Ausstoß, weniger Feinstaub, weniger Abrieb von den Reifen, weniger Lärm. Das würde Deutschland auch guttun. Warum werden immer schnellere Autos hergestellt, die heutzutage schon bis zu 400km/h fahren können? Mit so einem Tempo kann es keine Sicherheit auf Deutschlands Straßen geben."
B2,"Es ist das Recht eines jeden Bürgers so schnell zu fahren, wie er möchte. Verkehrssicherheit und Umweltschutz sind nur Ausreden, dieses Recht einzuschränken. Man könnte viel mehr für die Verkehrssicherheit tun, wenn man ein absolutes Alkoholverbot am Steuer durchsetzen würde, wenn man ein verpflichtendes Fahrsicherheitstraining alle zwei Jahre einführen würde oder wenn über 67-Jährige jedes Jahr einen Nachweis ihrer Fahrfähigkeit erbringen müssten. Der Umwelt kann man helfen, indem man alle Kreuzfahrtschiffe mit Abgasfiltern ausrüsten und die Autoindustrie mehr unter Druck setzen würde, umweltfreundlichere Autos zu bauen. Und seien wir doch mal ehrlich: Am Tage kann man verkehrsbedingt meistens sowieso nicht schneller als 130 km/h fahren, selbst wenn man dürfte. Damit dieser ewige Streit zwischen den Befürwortern und Gegnern eines Tempolimits aufhört, könnte man ja zwischen 6 Uhr und 19 Uhr 130 km/h erlauben und danach sollte kein Tempolimit gelten."
B2,"Viel wichtiger als eine Geschwindigkeitsbegrenzung wäre es tatsächlich, wenn die Polizei intensiver das Fehlverhalten der Fahrer ahnden würde. Dazu gehören zu dichtes Auffahren, Telefonieren am Steuer und Fahren mit defekter Fahrzeugbeleuchtung. Es sollten auch die Fahrzeuge an der Weiterfahrt gehindert werden, bei denen ersichtlich ist, dass diese den deutschen TÜV nicht bestehen würden. Diese sind ein echtes Sicherheitsrisiko. Außerdem empfinde ich das Fahren bei 130 km/h als sehr monoton. Das könnte dazu verleiten, dass man gedanklich abwesend ist und sich nicht auf den Verkehr konzentriert, was zu Auffahrunfällen führen kann. Darüber hinaus ist Deutschland ein Land mit gut ausgebautem Autobahnnetz und zudem ein dezentrales Land mit vielen verteilten Großstädten und somit auch viel innerdeutschem Reiseverkehr. Das Auto ist also oft die schnellste Option, um von einem Ort zu einem anderen zu kommen."
B2,"Ohne Tempolimit wird man die Klimaschutzziele nicht erreichen können, denn ab 120 km/h steigt der Energieverbrauch eines Fahrzeugs enorm. Das Gleiche gilt auch für den Schadstoffausstoß. Es ist ja bekannt, dass die Menschen, die in der Nähe von Autobahnen wohnen, unter der schlechten Luft leiden. Fahren die Autos hingegen langsamer, sinkt die Emission auf den Autobahnen um circa zehn Prozent. Außerdem passieren bei einer Begrenzung der Geschwindigkeit zwar weiterhin Unfälle, aber in der Mehrzahl sind diese nicht so schlimm. Wie soll man denn schnell genug bremsen, wenn man 250 km/h fährt und z.B. der Reifen des Vordermannes plötzlich platzt? Es gibt auch noch andere Probleme wie das Telefonieren oder Schminken während des Fahrens. Geschieht dies bei hoher Geschwindigkeit, so steigt auch hier die Wahrscheinlichkeit eines Unfalls. Wenn man bei Tempo 100 zwei Sekunden nicht aufpasst, dann bedeutet das, dass man 60 Meter blind fährt!"
B2,"Jeder kennt ihn, den kleinen, braun gemusterten Vogel, meist in Gruppen unterwegs, immer sofort da, wenn einmal ein Brotkrümel zu Boden fällt. Wir hatten uns so an ihn gewöhnt, dass es uns beinahe gar nicht aufgefallen wäre, dass er so langsam aus dem Straßenbild verschwindet. 
Das Bayerische Landesamt für Umwelt führt den Vogel seit 2016 auf der roten Liste, in der alle gefährdeten Tierarten Bayerns aufgeführt sind. In den letzten Jahren ist der Bestand dieses Vogels um mehr als 20 Prozent zurückgegangen. Der Spatz – oder eigentlich Haussperling – ist ein sogenannter Kulturfolger. Er folgt dem Menschen schon seit der Antike in Kulturlandschaften, wie Äcker, Forste, Wiesen, Verkehrswege, Siedlungen und Behausungen. Bisher ist der Spatz mit dem Menschen sehr gut zurechtgekommen. In der Nähe von Menschen fand er immer Futter und konnte seine Nester in Ritzen von Hütten oder Häusern bauen und in Ruhe seine Eier ausbrüten."
B2,"Und obwohl mittlerweile kaum noch jemand daran glaubt, dass in diesen Sendungen tatsächlich Superstars gefunden werden, befriedigen diese Shows die Bedürfnisse vor allem der jüngeren Generation. Und so ganz nebenbei lebt längst eine ganze Industrie von diesem Genre. Paula ist 16 und hat vor einem Jahr an einer Talentshow für Models teilgenommen. Ihr Traum: In die Endrunde zu kommen und so berühmt wie Claudia Schiffer zu werden. Geschafft hat sie es nicht. Heute sieht sie ihre Teilnahme kritisch: „Ich hatte mich total selbst überschätzt. Ich hatte nicht daran gedacht, dass es in so einer Show mehr Verlierer als Gewinner gibt. Auch die Boshaftigkeit und Verachtung meiner Mitschüler oder in den sozialen Medien – sowohl während der Show als auch danach – hatte ich nicht erwartet. Und ehrlich gesagt, hatte ich gehofft, als Model sofort viel Geld verdienen zu können, ohne mich vorher mit einer Ausbildung quälen zu müssen.“"
B2,"Ob Sie nun Ihr Gewicht regulieren oder ihre Ausdauer verbessern wollen, Krankheitsrisiken vorbeugen oder mehr Beweglichkeit erreichen möchten: Machen Sie einen langfristigen Plan, um das zu erreichen, was Sie sich vorgenommen haben. Lassen Sie sich nicht von Ihrem Vorhaben abbringen oder ablenken. 
Sollten Sie diese Übungseinheit zum ersten Mal durchführen, dann denken Sie daran, sich nicht zu überfordern. Beginnen Sie langsam und steigern Sie sich kontinuierlich. Sie können mehr aus Ihrem Training herausholen und eine schlechte Haltung vermeiden, wenn Sie stets auf eine korrekte Bewegungsausführung achten. Während des Trainings sollten Sie verschiedene Muskelgruppen mit unterschiedlicher Intensität ansprechen. 
Denken Sie während des Trainings an eine ausreichende Flüssigkeitszufuhr. Gönnen Sie Ihrem Körper und Ihrer Muskulatur nach dem Training die nötige Erholung. Voll einsatzfähig sind nur ausgeruhte Muskeln. Tun Sie sich und Ihrem Körper nach dem Training oder nach dem Erreichen eines Teilzieles etwas Gutes."
B2,"M: Am 21. Juni ist nicht nur Sommerbeginn, sondern auch der sogenannte Selfie-Day. Das Knipsen von Handy- Selbstportraits hat ja Hochkonjunktur (11)! Professor Illgenstein, Sie beschäftigen sich mit dem Thema Selfies. Mit dem Smartphone geschossene Selbstporträts überschwemmen die sozialen Netzwerke. Es scheint keine Situation mehr zu geben, in der der Mensch sich nicht selbst fotografiert und das Foto der ganzen Welt zeigt – ob privat oder bei der Arbeit. Herr Illgenstein, wann hört der Spaß auf? Wo genau verläuft die Grenze zwischen Narzissmus und Spaß? I: Also, erstmal zur Beruhigung: So neu sind Selfies gar nicht. Bereits im 19. Jahrhundert haben sich Fotografen über einen Spiegel selbst fotografiert. Auch die Fotos in Papas Fotoalbum vom Urlaub in der Karibik oder in Paris sind ja schon eine Art Selfie. Auch da versuchte man ja, sich immer von der besten Seite zu zeigen. Fotografische Selbstportraits sind eine Weiterentwicklung der Malerei."
C1,"„Tanzen kann einen sehr glücklich machen. Und zwar von ganzem Herzen glücklich, nicht in einem oberflächlichen Sinn, sondern im Sinn von beseelt sein, in Einklang sein mit sich und der Welt.“ So wie es Kinder sind, die noch selbstvergessen tanzen, ohne Angst, einen falschen Schritt zu machen. Wichtig dafür ist, sich geborgen zu fühlen, im Raum, mit den rhythmischen Klängen und den Menschen, die einen umgeben. Selbstverständlich ohne Stress tanzen lernen. Das ist auch eine neue Idee in den Tanzschulen, wo zumeist die ersten „richtigen“ Schritte geübt werden. Spielerischer möchte man nun herangehen als früher, mit viel Zeit und Gelegenheit zum Ausprobieren. Man startet nicht mehr auf Kommando „eins, zwei, drei und los“, sondern nähert sich zunächst in der Gruppe den neuen Bewegungen. Dann versucht man es zu zweit: Die Partner nehmen sich an die Hand, gehen seitlich oder nach vorn, erspüren das Gefühl zu führen oder geführt zu werden."
C1,"Mein erstes Praktikum habe ich in meiner Schulzeit durchgeführt, und zwar für vier Wochen in den Ferien bei Schreinermeister Neudörfer. Für mich war es eine prägende Erfahrung, da ich von Anfang an sehr viel machen durfte. Also nicht nur die Werkstatt fegen und etwas zu essen holen. Im Gegenteil – ich durfte mir ein paar Holzbretter aussuchen und konnte daraus ein kleines Regal schreinern. Dadurch habe ich mich auch mit Planung und technischem Zeichnen auseinandergesetzt sowie einige typische Schreinerwerkzeuge kennengelernt. Und dafür habe ich sogar etwas Geld bekommen! Denn auch Praktikanten müssen nicht umsonst arbeiten. In einem Fall hatte das Gericht entschieden, dass die Zeit des Praktikums nach dem Berufsbildungsgesetz entlohnt werden müsse. Eine Praktikantin hatte ganze zehn Monate in einer Werbeagentur gearbeitet und dieses Unternehmen war der Meinung, dass die „Leistungen von Praktikanten aufgrund fehlender Qualifikation unentgeltlich zu erbringen“ seien. Da hatten sie sich wohl getäuscht."
C1,"Als ich die Fachoberschule für Sozialwesen besuchte, musste ich zwei Praktika absolvieren, das war Pflicht für jeden. Mein erstes Praktikum führte ich in einem Kindergarten durch und das zweite machte ich dann bei Sozialarbeitern in einem Freizeitheim. Beide Praktika dauerten jeweils ein halbes Jahr, jede zweite Woche, eine Woche Schule, eine Woche Praktikum. Genügend Zeit also, um zu lernen, was es bedeutet, gesellschaftliche Verantwortung kennenzulernen. Leider habe ich für meine Arbeit kein Geld erhalten. Aber die Leiter und Mitarbeiter in beiden Einrichtungen waren mir sehr sympathisch und ich habe meine Zeit sehr gerne dort verbracht. Die Arbeitszeit war für mich auch nicht so lang. So habe ich keine acht Stunden täglich gearbeitet. Im Kindergarten durfte ich morgens immer etwas später kommen und auch im Frei zeitheim konnte ich eigentlich kommen und gehen, wann ich wollte. Manchmal wurden im Freizeitheim Ausflüge über das Wochenende durchgeführt."
C1,"Das habe ich in einem Reisebüro gemacht und bin sehr enttäuscht worden. Denn damit Praktikanten sinnvolle Tätigkeiten ausüben können, benötigen sie eine vernünftige Einarbeitung. Die konnte mir wohl aus Kostengründen nicht gewährt werden. Außerdem hatte ich kaum Pausen, die ganze Zeit war ich auf Achse. Gesetzlich betrachtet stehen einem Praktikanten mindestens 30 Minuten Ruhepause zu. Eigentlich darf er nicht länger als sechs Stunden ohne Pause arbeiten. Na ja, wer will da schon klagen. Denn einen Kündigungsschutz für Praktikanten gibt es nicht. Alles in allem fiel meine Erfahrung als Praktikant nicht positiv aus. Schade – dabei hatte ich mich schon darauf gefreut, in mein zukünftiges Berufsfeld hineinschnuppern zu können. Jetzt denke ich darüber nach, ob ich mich nicht in einem anderen Bereich, möglicherweise Event-Marketing, spezialisieren sollte. Aber vielleicht sollte ich mich auch durch eine einzige schlechte Erfahrung nicht von meinem Berufswunsch, ein eigenes Reisebüro zu betreiben, abbringen lassen."
C1,"Meine Schule arbeitet eng mit karitativen Verbänden und Bürgerstiftungen zusammen. So haben wir die Möglichkeit, auch außerhalb des Unterrichts die sogenannten Sekundärtugenden wie Pünktlichkeit, Ordnung, Fleiß und Höflichkeit einzuüben. Das mit der Pünktlichkeit fiel mir jedoch richtig schwer. Ich habe mein Praktikum nämlich in einem Krankenhaus absolviert und da musste ich morgens schon um 6 Uhr anfangen. Ich bin also um fünf aufgestanden, habe gefrühstückt und bin dann ins Krankenhaus gefahren. Mit den Krankenschwestern und den anderen Pflegekräften habe ich mich gut verstanden. Aber was nützt mir das, wenn ich das frühe Aufstehen nicht mag! Außerdem arbeitet man im Krankenhaus auch samstags, sonntags und an Feiertagen. Da hätte ich gerne frei, so wie meine Freunde auch. Das Praktikum hat mir auf jeden Fall gezeigt, was mir wichtig ist. Das ist eine wichtige Erkenntnis, die mir bei meinem späteren Berufswunsch helfen wird."
